lon,lat,cap,kind,name,roof_m2,n_buildings,site_m2
77.1137200852911,28.736535170468557,270,social_facility,Kamala Bakshi Elders Homes Society,943.9271807459744,1,7610
77.11211305996817,28.737411312101372,1392,college,Bhagwan Parshuram Institute of Technology,4873.08848204652,4,23630
77.10254639810496,28.74297617990221,1294,school,,4530.2624964735705,5,43645
77.14528954999999,28.524395399999996,198,community_centre,,693.969837369994,1,598
77.15424021472057,28.528935109245563,2560,school,G.D.Goenka World School,8960.81481962552,8,27336
77.14906815149116,28.529532061959664,144,school,Supaksha early learning habitat,505.0700904690418,1,441
77.15465120707148,28.530393688322548,439,school,GD Goenka Public School Junior Wing,1536.8611690003017,1,958
77.14539781950049,28.53092150954878,70,community_centre,D 7 and 8 Community Centre,245.83760762902932,1,1248
77.14418282876264,28.53125668319337,862,school,,3015.78301644605,9,38893
77.14440213780183,28.533792612336534,2696,school,Vasant Valley School,9435.252573739843,9,40268
77.13853016680491,28.53882169549498,2940,school,Ryan International School,10291.578659860494,8,25211
77.1424561115583,28.561807325866475,3103,school,Army Public School,10860.143344108757,20,63144
77.13965769332556,28.57572761887912,1547,school,Kendriya Vidyalaya No. 2,5416.133214699138,13,48048
77.14729475,28.578867400000007,123,school,,429.87898333720983,1,237
77.14826641960515,28.582551083948726,301,school,,1055.136082553754,1,801
77.13584228343582,28.58255708226856,2851,school,Mount Saint Mary's School,9979.638068707882,14,59928
77.1384711446271,28.58332661077772,1606,school,Loreto Convent School,5621.228735916122,9,38989
77.13155572759482,28.594825214807457,568,school,Doctor Avul Pakir Jainulabdeen Abdul Kalam Senior Secondary School,1987.0834560737426,1,4030
77.1461146968504,28.59611559860702,469,school,Saint Martin’s Diocesan School,1641.7011172100526,2,16086
77.13640474999998,28.595704049999995,110,public,,383.9460056790125,1,395
77.13200185836695,28.59812663378659,233,community_centre,Ashoka Barat Ghar,814.307384527389,1,2657
77.13621495,28.605818300000003,489,college,,1710.6614324289228,1,19
